,Rating ?/5,Number of Ratings,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
1781,4.0,5240,Unisoc T616 Processor,12999,2023-06-17,Infinix,8.0,128,5000
1782,4.3,8157,MediaTek Helio G96 Processor,15999,2023-06-17,Infinix,8.0,128,5000
1783,4.3,16419,MediaTek Helio G70 Processor,9999,2023-06-17,Infinix,4.0,64,5200
1784,4.3,16419,MediaTek Helio G70 Processor,9999,2023-06-17,Infinix,4.0,64,5200
1785,4.3,79849,MediaTek Helio A20 Processor,7199,2023-06-17,Infinix,2.0,32,5000
1786,4.3,79849,MediaTek Helio A20 Processor,7199,2023-06-17,Infinix,2.0,32,5000
1787,4.3,8157,MediaTek Helio G96 Processor,15999,2023-06-17,Infinix,8.0,128,5000
1788,4.3,79849,MediaTek Helio A20 Processor,7199,2023-06-17,Infinix,2.0,32,5000
1789,4.2,17968,UniSoc T610 Processor,9999,2023-06-17,Infinix,4.0,64,5000
1790,4.2,12712,Mediatek Helio G25 Processor,8299,2023-06-17,Infinix,3.0,64,5000
1791,4.3,50667,Mediatek Helio G88 Processor,11999,2023-06-17,Infinix,4.0,128,5000
1792,4.3,50667,Mediatek Helio G88 Processor,11999,2023-06-17,Infinix,4.0,128,5000
1793,4.2,11290,Mediatek Helio G88 Processor,16999,2023-06-17,Infinix,6.0,128,5000
1794,4.3,39201,Mediatek Helio G88 Processor,12499,2023-06-17,Infinix,4.0,64,5000
1795,4.3,39201,Mediatek Helio G88 Processor,12499,2023-06-17,Infinix,4.0,64,5000
1796,4.3,39201,Mediatek Helio G88 Processor,12499,2023-06-17,Infinix,4.0,64,5000
1797,4.2,11290,Mediatek Helio G88 Processor,16999,2023-06-17,Infinix,6.0,128,5000
1798,4.3,12319,MediaTek Helio G96 Processor,13999,2023-06-17,Infinix,6.0,64,5000
1799,4.3,50667,MediaTek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1800,4.2,17968,UniSoc T610 Processor,9999,2023-06-17,Infinix,4.0,64,5000
1801,4.2,17968,UniSoc T610 Processor,9999,2023-06-17,Infinix,4.0,64,5000
1802,4.3,50667,MediaTek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1803,4.1,1127,Mediatek Dimensity 920 Processor,32999,2023-06-17,Infinix,8.0,256,4500
1804,4.3,50667,Mediatek Helio G88 Processor,11999,2023-06-17,Infinix,4.0,128,5000
1805,4.3,66729,MediaTek Helio A20 Processor,7499,2023-06-17,Infinix,2.0,32,5000
1806,4.2,10773,Mediatek Dimensity 900 Processor,19999,2023-06-17,Infinix,8.0,128,5000
1807,4.2,8693,Mediatek Helio G96 Processor,13999,2023-06-17,Infinix,8.0,128,5000
1808,4.2,27194,MediaTek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1809,4.3,117061,Unisoc T610 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1810,4.3,117061,Unisoc T610 Processor,8999,2023-06-17,Infinix,4.0,64,6000
1811,4.3,107450,MediaTek Helio G25 Processor,7499,2023-06-17,Infinix,2.0,32,6000
1812,4.3,107450,MediaTek Helio G25 Processor,7499,2023-06-17,Infinix,2.0,32,6000
1813,4.3,8157,Mediatek Helio G96 Processor,15999,2023-06-17,Infinix,8.0,128,5000
1814,4.2,12712,Mediatek Helio G25 Processor,8299,2023-06-17,Infinix,3.0,64,5000
1815,4.3,107450,MediaTek Helio G25 Processor,7499,2023-06-17,Infinix,2.0,32,6000
1816,4.3,66729,MediaTek Helio A20 Processor,6499,2023-06-17,Infinix,2.0,32,5000
1817,4.3,107450,MediaTek Helio G25 Processor,7499,2023-06-17,Infinix,2.0,32,6000
1818,4.2,12712,Mediatek Helio G25 Processor,8299,2023-06-17,Infinix,3.0,64,5000
1819,4.3,66729,MediaTek Helio A20 Processor,6499,2023-06-17,Infinix,2.0,32,5000
1820,4.2,11290,Mediatek Helio G88 Processor,16999,2023-06-17,Infinix,6.0,128,5000
1821,4.3,12319,MediaTek Helio G96 Processor,13999,2023-06-17,Infinix,6.0,64,5000
1822,4.3,50667,MediaTek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1823,4.3,50667,Mediatek Helio G88 Processor,10999,2023-06-17,Infinix,4.0,64,5000
1824,4.3,50667,Mediatek Helio G88 Processor,11999,2023-06-17,Infinix,4.0,128,5000
1825,4.2,8704,Mediatek Helio G96 Processor,13999,2023-06-17,Infinix,8.0,128,5000
1826,4.0,5240,Unisoc T616 Processor,12999,2023-06-17,Infinix,8.0,128,5000
1827,4.3,12319,Mediatek Helio G96 Processor,13999,2023-06-17,Infinix,6.0,64,5000
1828,4.2,8704,Mediatek Helio G96 Processor,13999,2023-06-17,Infinix,8.0,128,5000
1829,4.4,32752,MediaTek Helio A22 Processor,8999,2023-06-17,Infinix,2.0,32,6000
1830,4.4,32752,MediaTek Helio A22 Processor,8999,2023-06-17,Infinix,2.0,32,6000
1831,4.3,25582,MediaTek Helio G70 Processor,14999,2023-06-17,Infinix,4.0,64,5000
1832,4.3,25582,MediaTek Helio G70 Processor,14999,2023-06-17,Infinix,4.0,64,5000
1833,4.3,25582,MediaTek Helio G70 Processor,14999,2023-06-17,Infinix,4.0,64,5000
1834,4.2,7117,MediaTek Helio G90T Processor,18999,2023-06-17,Infinix,8.0,128,4500
1835,4.3,15701,Helio P22 (MTK6762) Processor,10999,2023-06-17,Infinix,4.0,64,4000
